ID,Language_ID,Name,Provider,lang
1,tebe1251,Teberan,multitree,
2,kiwa1251,not specified,moseley & asher (1994),
3,kiwa1251,Kiwaian,multitree,
4,kiwa1251,not specified,ruhlen (1987),
5,kiwa1251,Kiwai,wals,
6,kiwa1251,Island dialect,wals other,
7,kiwa1251,Kiwai,wals other,
8,paho1240,Pahoturi,multitree,
9,paho1240,Pahoturi River,multitree,
10,fasu1242,Fasu,elcat,
11,fasu1242,Fasu,lexvo,en
12,fasu1242,Fasu language,lexvo,en
13,fasu1242,Fasu,moseley & asher (1994),
14,fasu1242,Fasu,multitree,
15,fasu1242,Namome,multitree,
16,fasu1242,Namumi,multitree,
17,fasu1242,Some,multitree,
18,fasu1242,Fasu,ruhlen (1987),
19,fasu1242,Fasu,wals,
20,fasu1242,Fasu (Namo Me),wals other,
21,wash1253,Washo,elcat,
22,wash1253,Washoa,elcat,
23,wash1253,Washoe,elcat,
24,wash1253,Wachoeg,lexvo,br
25,wash1253,Washo,lexvo,en
26,wash1253,Washo language,lexvo,en
27,wash1253,Washoan,lexvo,hr
28,wash1253,Washoe,lexvo,de
29,wash1253,Waxo hizkuntza,lexvo,eu
30,wash1253,washo,lexvo,fr
31,wash1253,Уошо,lexvo,ru
32,wash1253,Washo,moseley & asher (1994),
33,wash1253,Washo,ruhlen (1987),
34,wash1253,Washo,wals,
35,taua1242,Tauade,lexvo,en
36,taua1242,Tauade,multitree,
37,taua1242,Tauata,multitree,
38,puel1244,Gennaken,elcat,
39,puel1244,Guenaken,elcat,
40,puel1244,Gününa Yajich,elcat,
41,puel1244,Gününa-Küne,elcat,
42,puel1244,Northern Tehuelche,elcat,
43,puel1244,Pampa,elcat,
44,puel1244,Pehuelche,elcat,
45,puel1244,Puelche,elcat,
46,puel1244,Gününa yajich,lexvo,fr
47,puel1244,Idioma puelche,lexvo,es
48,puel1244,Puelche,lexvo,en
49,puel1244,Puelche language,lexvo,en
50,puel1244,Puelche,moseley & asher (1994),
51,puel1244,Cuyo,multitree,
52,puel1244,Gennaken,multitree,
53,puel1244,Guenaken,multitree,
54,puel1244,Gününa Yajich,multitree,
55,puel1244,Gününa yajich,multitree,
56,puel1244,Gününa-Küne,multitree,
57,puel1244,Northern Tehuelche,multitree,
58,puel1244,Pampa,multitree,
59,puel1244,Pehuelche,multitree,
60,puel1244,Pehuenche,multitree,
61,puel1244,Puelche,multitree,
62,puel1244,Ranquelche,multitree,
63,puel1244,Puelche,ruhlen (1987),
64,puel1244,Gününa Küne,wals,
65,puel1244,Pampa,wals other,
66,tuxa1239,Tuxa,glottolog,
67,tuxa1239,Tuxá,lexvo,en
68,tuxa1239,Rodela,multitree,
69,tuxa1239,Todela,multitree,
70,tuxa1239,Tusha,multitree,
71,tuxa1239,Tushá,multitree,
72,tuxa1239,Tuxá,multitree,
73,beto1236,Betoi,moseley & asher (1994),
74,beto1236,Betoi,multitree,
75,beto1236,Betoi,ruhlen (1987),
76,beto1236,Betoi,wals,
77,else1239,Djanggu,elcat,
78,else1239,Elseng,elcat,
79,else1239,Janggu,elcat,
80,else1239,Malluo,elcat,
81,else1239,Maluak,elcat,
82,else1239,Morwap,elcat,
83,else1239,Sawa,elcat,
84,else1239,Tabu,elcat,
85,else1239,Elseng,lexvo,en
86,else1239,Elseng language,lexvo,en
87,else1239,Lenga Elseng,lexvo,pms
88,else1239,Morwap,moseley & asher (1994),
89,else1239,"""Morwap""",multitree,
90,else1239,Djanggu,multitree,
91,else1239,Elseng,multitree,
92,else1239,Janggu,multitree,
93,else1239,Morwap,multitree,
94,else1239,Sawa,multitree,
95,else1239,Tabu,multitree,
96,else1239,Morwap,ruhlen (1987),
97,else1239,Elseng,wals,
98,ando1256,Andoke,elcat,
99,ando1256,Andoque,elcat,
100,ando1256,Businka,elcat,
101,ando1256,Cha'oie,elcat,
102,ando1256,Cho'oje,elcat,
103,ando1256,Paasi-ahá,elcat,
104,ando1256,Paasiaja,elcat,
105,ando1256,Patsiaehé,elcat,
106,ando1256,Andoke,lexvo,fr
107,ando1256,Andoque,lexvo,en
108,ando1256,Andoque language,lexvo,en
109,ando1256,Idioma andoque,lexvo,es
110,ando1256,Андокески јазик,lexvo,mk
111,ando1256,Andoke,moseley & asher (1994),
112,ando1256,"""andoque, 'Gens de la Hache'""",multitree,
113,ando1256,Andoke,multitree,
114,ando1256,Andoque,multitree,
115,ando1256,Cho’oje,multitree,
116,ando1256,Patsiaehé,multitree,
117,ando1256,Andoke,ruhlen (1987),
118,ando1256,Andoke,wals,
119,pyuu1245,Pyu,elcat,
120,pyuu1245,Pyu,lexvo,en
121,pyuu1245,Pyu language,lexvo,en
122,pyuu1245,Pyu,multitree,
123,moch1259,Mochica,lexvo,en
124,moch1259,Chimu,moseley & asher (1994),
125,moch1259,Chimu,multitree,
126,moch1259,Chimú,multitree,
127,moch1259,Mochica,multitree,
128,moch1259,Mochicha,multitree,
129,moch1259,Mochika,multitree,
130,moch1259,Muchic,multitree,
131,moch1259,Muchik,multitree,
132,moch1259,Quingnam,multitree,
133,moch1259,Yunca,multitree,
134,moch1259,Yunga,multitree,
135,moch1259,Yunka,multitree,
136,moch1259,Mochika,ruhlen (1987),
137,moch1259,Mochica,wals,
138,atak1252,Atakapa,lexvo,en
139,atak1252,Atakapa hizkuntza,lexvo,eu
140,atak1252,Atakapa language,lexvo,en
141,atak1252,Atakapeg,lexvo,br
142,atak1252,Attacapan,lexvo,hr
143,atak1252,Idioma atakapa,lexvo,es
144,atak1252,Атакапа,lexvo,ru
145,atak1252,Atakapa,moseley & asher (1994),
146,atak1252,Atakapa,multitree,
147,atak1252,Atakapan,multitree,
148,atak1252,Attacapa,multitree,
149,atak1252,Eastern Atakapa,multitree,
150,atak1252,Western Atakapa,multitree,
151,atak1252,Atakapa,ruhlen (1987),
152,atak1252,Atakapa,wals,
153,kwaz1243,Arara,elcat,
154,kwaz1243,Koaiá,elcat,
155,kwaz1243,Koiyá,elcat,
156,kwaz1243,Kwaza,elcat,
157,kwaz1243,Quaiá,elcat,
158,kwaz1243,Koaia,lexvo,hr
159,kwaz1243,Kwaza,lexvo,en
160,kwaz1243,Kwaza language,lexvo,en
161,kwaz1243,Arara,multitree,
162,kwaz1243,Koaiá,multitree,
163,kwaz1243,Koayá,multitree,
164,kwaz1243,Kwaza,multitree,
165,kwaz1243,Quaiá,multitree,
166,cams1241,Cams,elcat,
167,cams1241,Camsá,elcat,
168,cams1241,Camëntsëá,elcat,
169,cams1241,Coche,elcat,
170,cams1241,Kamemtxa,elcat,
171,cams1241,Kamsa,elcat,
172,cams1241,Kamse,elcat,
173,cams1241,Kamsá,elcat,
174,cams1241,Kamtsá,elcat,
175,cams1241,Mocoa,elcat,
176,cams1241,Sibundoy,elcat,
177,cams1241,Sibundoy-Gaché,elcat,
178,cams1241,camsá,elcat,
179,cams1241,Camsa,glottolog,
180,cams1241,Camsá,lexvo,en
181,cams1241,Camsa,moseley & asher (1994),
182,cams1241,Cams,multitree,
183,cams1241,Camsá,multitree,
184,cams1241,Camëntsëá,multitree,
185,cams1241,Coche,multitree,
186,cams1241,Kamemtxa,multitree,
187,cams1241,Kamsa,multitree,
188,cams1241,Kamse,multitree,
189,cams1241,Kamsá,multitree,
190,cams1241,Mocoa,multitree,
191,cams1241,Sibundoy,multitree,
192,cams1241,camsá,multitree,
193,cams1241,Kamsá,ruhlen (1987),
194,cams1241,Camsá,wals,
195,cams1241,Camsa,wals other,
196,cams1241,Kame.ntzá,wals other,
197,dibi1240,Bainapi,elcat,
198,dibi1240,Dibiasu,elcat,
199,dibi1240,Dibiyaso,elcat,
200,dibi1240,Pikiwa,elcat,
201,dibi1240,Dibiyaso,lexvo,en
202,dibi1240,Bainapi,multitree,
203,dibi1240,Dibiasu,multitree,
204,dibi1240,Dibiyaso,multitree,
205,dibi1240,Pikiwa,multitree,
206,east1459,East Bird's Head,multitree,
207,east1459,East Bird's head,multitree,
208,kuna1268,Język kunama,lexvo,pl
209,kuna1268,Kunama,lexvo,de
210,kuna1268,Kunama jezik,lexvo,hr
211,kuna1268,Kunama language,lexvo,en
212,kuna1268,Lingua kunama,lexvo,it
213,kuna1268,Кунама тили,lexvo,ky
214,kuna1268,Кунама јазик,lexvo,mk
215,kuna1268,Kunama,moseley & asher (1994),
216,kuna1268,Baada,multitree,
217,kuna1268,Baaden,multitree,
218,kuna1268,Baaza,multitree,
219,kuna1268,Baazayn,multitree,
220,kuna1268,Baazen,multitree,
221,kuna1268,Bada,multitree,
222,kuna1268,Baden,multitree,
223,kuna1268,Baza,multitree,
224,kuna1268,Bazen,multitree,
225,kuna1268,Cunama,multitree,
226,kuna1268,Diila,multitree,
227,kuna1268,Kunama,multitree,
228,kuna1268,Kunama,ruhlen (1987),
229,kuna1268,Kunama,wals,
230,kuna1268,Baza,wals other,
231,yetf1238,Biaksi,elcat,
232,yetf1238,Biksi,elcat,
233,yetf1238,Inisine,elcat,
234,yetf1238,Yetfa,elcat,
235,yetf1238,Yetfa-Biksi,elcat,
236,yetf1238,Yetfa,lexvo,en
237,yetf1238,Biaksi,multitree,
238,yetf1238,Biksi,multitree,
239,yetf1238,Inisine,multitree,
240,yetf1238,Yetfa,multitree,
241,kung1259,Cunerakan,aiatsis,
242,kung1259,Gundrakan,aiatsis,
243,kung1259,Gunerakan,aiatsis,
244,kung1259,Gungaraganj,aiatsis,
245,kung1259,Gungaragany,aiatsis,
246,kung1259,Gungarakanj,aiatsis,
247,kung1259,Gungarakayn,aiatsis,
248,kung1259,Kangarraga,aiatsis,
249,kung1259,Kangarranga,aiatsis,
250,kung1259,Koongurrukuñ,aiatsis,
251,kung1259,Kumerakainj,aiatsis,
252,kung1259,Kungarakan,aiatsis,
253,kung1259,Kungarakany,aiatsis,
254,kung1259,Ungnakan,aiatsis,
255,kung1259,Warnunger,aiatsis,
256,kung1259,Gunerakan,elcat,
257,kung1259,Gungaragan,elcat,
258,kung1259,Gungaragany,elcat,
259,kung1259,Gungarakanj,elcat,
260,kung1259,Kangarraga,elcat,
261,kung1259,Kungarakan,elcat,
262,kung1259,Kungarakany,elcat,
263,kung1259,Kungarakayn,elcat,
264,kung1259,Kungarakany,lexvo,en
265,kung1259,Gunerakan,multitree,
266,kung1259,Gungaragan,multitree,
267,kung1259,Gungaragany,multitree,
268,kung1259,Gungarakanj,multitree,
269,kung1259,Kangarraga,multitree,
270,kung1259,Kungarakan,multitree,
271,kung1259,Kungarakany,multitree,
272,kung1259,Kungarakayn,multitree,
273,bosa1245,Bosavi,multitree,
274,cand1248,Candoshi,elcat,
275,cand1248,Candoshi-Shapra,elcat,
276,cand1248,Candoxi,elcat,
277,cand1248,Candoši,elcat,
278,cand1248,Chapara,elcat,
279,cand1248,Chapra,elcat,
280,cand1248,Kandoshi,elcat,
281,cand1248,Kandozi-chapra,elcat,
282,cand1248,Maina,elcat,
283,cand1248,Murato,elcat,
284,cand1248,Roamaina,elcat,
285,cand1248,Shapra,elcat,
286,cand1248,Candoshi,lexvo,fr
287,cand1248,Candoshi-Shapra,lexvo,en
288,cand1248,Candoshi-Shapra language,lexvo,en
289,cand1248,Idioma candoshi,lexvo,es
290,cand1248,Kandocheg,lexvo,br
291,cand1248,Kandoshi simi,lexvo,qu
292,cand1248,Candoshi,moseley & asher (1994),
293,cand1248,Candoshi,multitree,
294,cand1248,Candoshi-Shapra,multitree,
295,cand1248,Candoxi,multitree,
296,cand1248,Candoši,multitree,
297,cand1248,Kandoshi,multitree,
298,cand1248,Maina,multitree,
299,cand1248,Murato,multitree,
300,cand1248,Roamaina,multitree,
301,cand1248,Shapra,multitree,
302,cand1248,Kandoshi,ruhlen (1987),
303,cand1248,Candoshi,wals,
304,buru1296,Biltum,elcat,
305,buru1296,Brushaski,elcat,
306,buru1296,Burucaki,elcat,
307,buru1296,Burucaski,elcat,
308,buru1296,Burushaki,elcat,
309,buru1296,Burushaski,elcat,
310,buru1296,Burushki,elcat,
311,buru1296,Khajuna,elcat,
312,buru1296,Kunjut,elcat,
313,buru1296,Mishaski,elcat,
314,buru1296,Bourouchaskeg,lexvo,br
315,buru1296,Bourouchaski,lexvo,fr
316,buru1296,Buriština,lexvo,sk
317,buru1296,Burushaski,lexvo,da
318,buru1296,Burushaski jezik,lexvo,hr
319,buru1296,Burushaski language,lexvo,en
320,buru1296,Buruxaski,lexvo,eu
321,buru1296,Buruŝa lingvo,lexvo,eo
322,buru1296,Burušaski keel,lexvo,et
323,buru1296,Burušaskin kieli,lexvo,fi
324,buru1296,Idioma burushaski,lexvo,es
325,buru1296,Język buruszaski,lexvo,pl
326,buru1296,Lingua burushaski,lexvo,it
327,buru1296,Бурушаски,lexvo,ru
328,buru1296,Бурушаски език,lexvo,bg
329,buru1296,Бурушаски јазик,lexvo,mk
330,buru1296,בורושסקי,lexvo,he
331,buru1296,بروشسكي,lexvo,ar
332,buru1296,بروشسکی,lexvo,pnb
333,buru1296,ブルシャスキー語,lexvo,ja
334,buru1296,布魯夏斯基語,lexvo,zh
335,buru1296,부르샤스키어,lexvo,ko
336,buru1296,Burushaski,moseley & asher (1994),
337,buru1296,Biltum,multitree,
338,buru1296,Bourouchaski,multitree,
339,buru1296,Brushaski,multitree,
340,buru1296,Burucaki,multitree,
341,buru1296,Burucaski,multitree,
342,buru1296,Buruchaski,multitree,
343,buru1296,Burushaki,multitree,
344,buru1296,Burushaski,multitree,
345,buru1296,Burushki,multitree,
346,buru1296,Khajuna,multitree,
347,buru1296,Kunjut,multitree,
348,buru1296,Burushaski,ruhlen (1987),
349,buru1296,Burushaski,wals,
350,buru1296,Biltum,wals other,
351,buru1296,Burushaski (Yasin),wals other,
352,buru1296,Kunjut,wals other,
353,cofa1242,A'i,elcat,
354,cofa1242,A'ingae,elcat,
355,cofa1242,A'ingaé,elcat,
356,cofa1242,Cofán,elcat,
357,cofa1242,Colin,elcat,
358,cofa1242,Kofan,elcat,
359,cofa1242,Kofane,elcat,
360,cofa1242,Kofán,elcat,
361,cofa1242,Cofan,glottolog,
362,cofa1242,Cofán,lexvo,cs
363,cofa1242,Cofán language,lexvo,en
364,cofa1242,Cofan,moseley & asher (1994),
365,cofa1242,A'i,multitree,
366,cofa1242,A'ingae,multitree,
367,cofa1242,A’ingae (Équateur),multitree,
368,cofa1242,A’ingaé,multitree,
369,cofa1242,Cofan,multitree,
370,cofa1242,Cofán,multitree,
371,cofa1242,Cofán (Colombie),multitree,
372,cofa1242,Cofán (Ecuador),multitree,
373,cofa1242,Colin,multitree,
374,cofa1242,Kofan,multitree,
375,cofa1242,Kofane,multitree,
376,cofa1242,Kofán,multitree,
377,cofa1242,Kofán,ruhlen (1987),
378,cofa1242,Cofán,wals,
379,lule1238,Lule,moseley & asher (1994),
380,lule1238,Lule,ruhlen (1987),
381,lule1238,Lule,wals,
382,sulk1246,Sulka,elcat,
383,sulk1246,Język sulka,lexvo,pl
384,sulk1246,Sulka,lexvo,en
385,sulk1246,Sulka language,lexvo,en
386,sulk1246,Sulka,moseley & asher (1994),
387,sulk1246,Neu-Pommern,multitree,
388,sulk1246,Sulka,multitree,
389,sulk1246,Sulka,ruhlen (1987),
390,sulk1246,Sulka,wals,
391,mose1249,Aparono,elcat,
392,mose1249,Chiman,elcat,
393,mose1249,Chimane,elcat,
394,mose1249,Chimané,elcat,
395,mose1249,Chumano,elcat,
396,mose1249,Moseten,elcat,
397,mose1249,Mosetén,elcat,
398,mose1249,Mosetén language area,elcat,
399,mose1249,Muchan,elcat,
400,mose1249,Nawazi-Moñtji,elcat,
401,mose1249,Rache,elcat,
402,mose1249,Tsimane,elcat,
403,mose1249,Tsimane',elcat,
404,mose1249,Tsimané,elcat,
405,mose1249,Tsinun,elcat,
406,mose1249,Tucupi,elcat,
407,mose1249,Moseten-Chimane,glottolog,
408,mose1249,Tsimané,lexvo,en
409,mose1249,Chimane,moseley & asher (1994),
410,mose1249,Aparono,multitree,
411,mose1249,Chiman,multitree,
412,mose1249,Chimane,multitree,
413,mose1249,Chimané,multitree,
414,mose1249,Chumano,multitree,
415,mose1249,Moseten,multitree,
416,mose1249,Mosetenan,multitree,
417,mose1249,Mosetén,multitree,
418,mose1249,Mosetén language area,multitree,
419,mose1249,Muchan,multitree,
420,mose1249,Nawazi-Moñtji,multitree,
421,mose1249,Rache,multitree,
422,mose1249,Tsimane,multitree,
423,mose1249,Tsimané,multitree,
424,mose1249,Tsinun,multitree,
425,mose1249,Tucupi,multitree,
426,mose1249,Mosetén,ruhlen (1987),
427,mose1249,Mosetén,wals,
428,mose1249,Moseteno,wals other,
429,mose1249,Tsimane,wals other,
430,tiwi1244,Diwi,aiatsis,
431,tiwi1244,Nguiu,aiatsis,
432,tiwi1244,Ni mara,aiatsis,
433,tiwi1244,Nimara,aiatsis,
434,tiwi1244,Tiwi,aiatsis,
435,tiwi1244,Tunuvivi,aiatsis,
436,tiwi1244,Wonga:k,aiatsis,
437,tiwi1244,Wongak,aiatsis,
438,tiwi1244,Woranguwe,aiatsis,
439,tiwi1244,Wunguk,aiatsis,
440,tiwi1244,Wunuk,aiatsis,
441,tiwi1244,Yeimbi,aiatsis,
442,tiwi1244,Diwi,elcat,
443,tiwi1244,Ni-mara,elcat,
444,tiwi1244,Tiwi,elcat,
445,tiwi1244,Tunuvivi,elcat,
446,tiwi1244,Wonga:k,elcat,
447,tiwi1244,Wongak,elcat,
448,tiwi1244,Woranguwe,elcat,
449,tiwi1244,Wunuk,elcat,
450,tiwi1244,Idioma tiví,lexvo,es
451,tiwi1244,Język tiwi,lexvo,pl
452,tiwi1244,Tiwi,lexvo,en
453,tiwi1244,Tiwi language,lexvo,en
454,tiwi1244,Тиви,lexvo,ru
455,tiwi1244,Tiwi,moseley & asher (1994),
456,tiwi1244,Diwi,multitree,
457,tiwi1244,Ni-mara,multitree,
458,tiwi1244,Tiví,multitree,
459,tiwi1244,Tiwi,multitree,
460,tiwi1244,Tiwian,multitree,
461,tiwi1244,Tiwian Family,multitree,
462,tiwi1244,Tunuvivi,multitree,
463,tiwi1244,Wonga:k,multitree,
464,tiwi1244,Wongak,multitree,
465,tiwi1244,Woranguwe,multitree,
466,tiwi1244,Wunuk,multitree,
467,tiwi1244,Tiwi,ruhlen (1987),
468,tiwi1244,Tiwi,wals,
469,cani1243,Canesi,elcat,
470,cani1243,Canichana,elcat,
471,cani1243,Canisiana,elcat,
472,cani1243,Kanichana,elcat,
473,cani1243,Canichana,lexvo,en
474,cani1243,Avishiri,multitree,
475,cani1243,Canesi,multitree,
476,cani1243,Canichana,multitree,
477,cani1243,Canisiana,multitree,
478,cani1243,Kanichana,multitree,
479,cani1243,Tekiraka,multitree,
480,cani1243,Tequiraca,multitree,
481,kena1236,Kenaboi,lexvo,en
482,sume1241,Bahasa Sumeria,lexvo,id
483,sume1241,Idioma sumerio,lexvo,es
484,sume1241,Język sumeryjski,lexvo,pl
485,sume1241,Limba sumeriană,lexvo,ro
486,sume1241,Lingua Sumerica,lexvo,la
487,sume1241,Lingua sumera,lexvo,it
488,sume1241,Lingua sumeria,lexvo,gl
489,sume1241,Língua suméria,lexvo,pt
490,sume1241,Soemerisch,lexvo,li
491,sume1241,Sumearysk,lexvo,fy
492,sume1241,Sumer nyelv,lexvo,hu
493,sume1241,Sumera lingvo,lexvo,eo
494,sume1241,Sumereg,lexvo,br
495,sume1241,Sumeri,lexvo,ca
496,sume1241,Sumeri keel,lexvo,et
497,sume1241,Sumerian,lexvo,en
498,sume1241,Sumerian language,lexvo,en
499,sume1241,Sumerisch,lexvo,nl
500,sume1241,Sumerische Sprache,lexvo,de
501,sume1241,Sumerisk,lexvo,da
502,sume1241,Sumerisk språk,lexvo,nn
503,sume1241,Sumeriska,lexvo,sv
504,sume1241,Sumerski jezik,lexvo,sh
505,sume1241,Sumerčina,lexvo,sk
506,sume1241,Sumerština,lexvo,cs
507,sume1241,Sumérien,lexvo,fr
508,sume1241,Sümerce,lexvo,tr
509,sume1241,sumérien,lexvo,fr
510,sume1241,Šumerų kalba,lexvo,lt
511,sume1241,Σουμεριακή γλώσσα,lexvo,el
512,sume1241,Шумер,lexvo,ky
513,sume1241,Шумер тілі,lexvo,kk
514,sume1241,Шумер чĕлхи,lexvo,cv
515,sume1241,Шумерский язык,lexvo,ru
516,sume1241,زبان سومری,lexvo,fa
517,sume1241,சுமேரிய மொழி,lexvo,ta
518,sume1241,ภาษาสุเมเรีย,lexvo,th
519,sume1241,შუმერული ენა,lexvo,ka
520,sume1241,シュメール語,lexvo,ja
521,sume1241,苏美尔语,lexvo,zh
522,sume1241,수메르어,lexvo,ko
523,yura1255,Cuchi,elcat,
524,yura1255,Enete,elcat,
525,yura1255,Yuracar,elcat,
526,yura1255,Yuracaré,elcat,
527,yura1255,Yurakaré,elcat,
528,yura1255,Yurucar,elcat,
529,yura1255,Yurujure,elcat,
530,yura1255,Yuracare,glottolog,
531,yura1255,Yourakareg,lexvo,br
532,yura1255,Yuracare,lexvo,en
533,yura1255,Yuracaré,lexvo,fr
534,yura1255,Yuracaré language,lexvo,en
535,yura1255,Юракаре,lexvo,ru
536,yura1255,Yuracare,moseley & asher (1994),
537,yura1255,Cuchi,multitree,
538,yura1255,Enete,multitree,
539,yura1255,Yura,multitree,
540,yura1255,Yuracar,multitree,
541,yura1255,Yuracare,multitree,
542,yura1255,Yuracaré,multitree,
543,yura1255,Yurucar,multitree,
544,yura1255,Yurujure,multitree,
545,yura1255,Yurakare,ruhlen (1987),
546,yura1255,Yuracare,wals,
547,lavu1241,Lakukaleve,elcat,
548,lavu1241,Laube,elcat,
549,lavu1241,Laumbe,elcat,
550,lavu1241,Lavukaleve,elcat,
551,lavu1241,Russell Island,elcat,
552,lavu1241,Lavukaleve,lexvo,en
553,lavu1241,Lavukaleve language,lexvo,en
554,lavu1241,Lavukaleve,moseley & asher (1994),
555,lavu1241,Laube,multitree,
556,lavu1241,Laumbe,multitree,
557,lavu1241,Lavukaleve,multitree,
558,lavu1241,Russell Island,multitree,
559,lavu1241,Lavukaleve,ruhlen (1987),
560,lavu1241,Lavukaleve,wals,
561,lavu1241,Laube,wals other,
562,lavu1241,Russell Island,wals other,
563,saus1247,Sause,elcat,
564,saus1247,Seuce,elcat,
565,saus1247,Sause,lexvo,en
566,saus1247,Sause,multitree,
567,saus1247,Seuce,multitree,
568,leco1242,Ateniano,elcat,
569,leco1242,Chuncho Aleniano,elcat,
570,leco1242,Lapalapa,elcat,
571,leco1242,Leco,elcat,
572,leco1242,Leko,elcat,
573,leco1242,Rik'a,elcat,
574,leco1242,Leco,lexvo,en
575,leco1242,Leco language,lexvo,en
576,leco1242,Leko,lexvo,fr
577,leco1242,Леко,lexvo,ru
578,leco1242,Ateniano,multitree,
579,leco1242,Chuncho Aleniano,multitree,
580,leco1242,Lapalapa,multitree,
581,leco1242,Leco,multitree,
582,leco1242,Leka,multitree,
583,leco1242,Leko,multitree,
584,leco1242,Rik'a,multitree,
585,adai1235,Adai,lexvo,en
586,adai1235,Adaes,multitree,
587,adai1235,Adahi,multitree,
588,adai1235,Adai,multitree,
589,adai1235,Adaise,multitree,
590,adai1235,Adaize,multitree,
591,adai1235,Adaizi,multitree,
592,adai1235,Adees,multitree,
593,adai1235,Adái,multitree,
594,mpur1239,Mpur,elcat,
595,mpur1239,Mpur,lexvo,en
596,mpur1239,Amberbaken,moseley & asher (1994),
597,mpur1239,Amberbaken,multitree,
598,mpur1239,Dekwambre,multitree,
599,mpur1239,Ekware,multitree,
600,mpur1239,Kebar,multitree,
601,mpur1239,Mpur,multitree,
602,mpur1239,Amberbaken,ruhlen (1987),
603,mpur1239,Mpur,wals,
604,guri1248,Guriaso,elcat,
605,guri1248,Menóu,elcat,
606,guri1248,Guriaso,glottolog,
607,guri1248,Guriaso,lexvo,en
608,guri1248,Guriaso,multitree,
609,coah1252,Coahuiltec Indijanci,lexvo,hr
610,coah1252,Coahuilteco,lexvo,ca
611,coah1252,Coahuilteco language,lexvo,en
612,coah1252,Coahuilteeks,lexvo,nl
613,coah1252,Coahuiltekisch,lexvo,de
614,coah1252,Idioma coahuilteco,lexvo,es
615,coah1252,Коавильтекский язык,lexvo,ru
616,coah1252,Coahuiltec,moseley & asher (1994),
617,coah1252,Coahuiltec,multitree,
618,coah1252,Coahuiltecan,multitree,
619,coah1252,Coahuiltecan Family,multitree,
620,coah1252,Coahuilteco,multitree,
621,coah1252,Pajalate,multitree,
622,coah1252,not specified,ruhlen (1987),
623,coah1252,Coahuilteco,wals,
624,cuit1236,Cuitlatec,moseley & asher (1994),
625,cuit1236,Kwitlateko,ruhlen (1987),
626,cuit1236,Cuitlatec,wals,
627,more1255,Morehead-Wasur,glottolog,
628,west1493,West Bird's Head,multitree,
629,kond1302,Konda-Yahadian,multitree,
630,kibi1239,Gibiri,elcat,
631,kibi1239,Kibiri,elcat,
632,kibi1239,Kibiri-Porome,elcat,
633,kibi1239,Polome,elcat,
634,kibi1239,Porome,elcat,
635,kibi1239,Kibiri,lexvo,en
636,kibi1239,Kibirieg,lexvo,br
637,kibi1239,Porome language,lexvo,en
638,kibi1239,Kibiri,multitree,
639,kibi1239,Polome,multitree,
640,kibi1239,Porome,multitree,
641,arut1244,Ahuaqué,elcat,
642,arut1244,Aoaqui,elcat,
643,arut1244,Arutani,elcat,
644,arut1244,Auake,elcat,
645,arut1244,Auaké,elcat,
646,arut1244,Auaqué,elcat,
647,arut1244,Awake,elcat,
648,arut1244,Awaké,elcat,
649,arut1244,Oewacu,elcat,
650,arut1244,Oewaku,elcat,
651,arut1244,Orotani,elcat,
652,arut1244,Uruak,elcat,
653,arut1244,Urutani,elcat,
654,arut1244,Uruák,elcat,
655,arut1244,Aroutanieg,lexvo,br
656,arut1244,Arutana lingvo,lexvo,eo
657,arut1244,Arutani,lexvo,en
658,arut1244,Arutani language,lexvo,en
659,arut1244,Idioma uruak,lexvo,es
660,arut1244,Арутански јазик,lexvo,mk
661,arut1244,Ahuaqué,multitree,
662,arut1244,Aoaqui,multitree,
663,arut1244,Arutani,multitree,
664,arut1244,Arutaní,multitree,
665,arut1244,Auake,multitree,
666,arut1244,Auaké,multitree,
667,arut1244,Auaqué,multitree,
668,arut1244,Awake,multitree,
669,arut1244,Awaké,multitree,
670,arut1244,Awaké-uruak,multitree,
671,arut1244,Macu,multitree,
672,arut1244,Maku,multitree,
673,arut1244,Oewacu,multitree,
674,arut1244,Oewaku,multitree,
675,arut1244,Orotani,multitree,
676,arut1244,Uruak,multitree,
677,arut1244,Urutani,multitree,
678,alse1251,Alsea,lexvo,en
679,alse1251,Alsea,moseley & asher (1994),
680,alse1251,Alsea,multitree,
681,alse1251,Alsean,multitree,
682,alse1251,Alséya,multitree,
683,alse1251,Aslean,multitree,
684,alse1251,Iakon,multitree,
685,alse1251,Yakona,multitree,
686,alse1251,Yakonan,multitree,
687,alse1251,Yakwina,multitree,
688,alse1251,Yaquina,multitree,
689,alse1251,Alsea,ruhlen (1987),
690,alse1251,Alsea,wals,
691,siam1242,Idioma siamou,lexvo,es
692,siam1242,Siamou,lexvo,de
693,siam1242,Siamou language,lexvo,en
694,siam1242,Seme,moseley & asher (1994),
695,siam1242,Seme,multitree,
696,siam1242,Siamou,multitree,
697,siam1242,Siemu,multitree,
698,siam1242,Siémou,multitree,
699,siam1242,Syémou,multitree,
700,siam1242,Sému,multitree,
701,siam1242,Seme,ruhlen (1987),
702,siam1242,Seme,wals,
703,laal1242,Gori,elcat,
704,laal1242,Laal,elcat,
705,laal1242,Język laal,lexvo,pl
706,laal1242,Laal,lexvo,de
707,laal1242,Laaleg,lexvo,br
708,laal1242,لغة لال,lexvo,ar
709,laal1242,Gori,multitree,
710,laal1242,Laal,multitree,
711,laal1242,Laal,wals,
712,savo1255,Savo,elcat,
